Site,Cell_id,latitude,longitude,Azimuth,Beamwidth,Nbr1,Nbr2,Nbr3,Nbr4,Nbr5,Nbr6,Nbr7,Nbr8,Nbr9,Nbr10,Nbr11,Nbr12,Nbr13,Nbr14,Nbr15,Nbr16,Nbr17,Nbr18,Nbr19,Nbr20,Nbr21,Nbr22,Nbr23,Nbr24,Nbr25,Nbr26,Nbr27,Nbr28,Nbr29,Nbr30,Nbr31,Nbr32
node00031,node00031_3,32.935,-96.89,300,75,node00220_1,node00148_2,node00148_1,node00147_2,node00136_3,node00054_3,node00054_2,node00054_1,node00048_3,node00031_2,node00031_1,node00016_3,node00014_3,node00014_1,node00001_2,node00001_1,,,,,,,,,,,,,,,,
node00032,node00032_1,32.825,-96.765,60,75,node00207_1,node00164_3,node00164_2,node00164_1,node00142_3,node00139_3,node00139_2,node00102_3,node00099_3,node00099_1,node00089_2,node00089_1,node00083_2,node00083_1,node00049_3,node00032_3,node00032_2,node00017_3,node00017_2,node00017_1,node00011_2,node00010_2,,,,,,,,,,
node00032,node00032_2,32.825,-96.765,180,75,node00207_3,node00207_1,node00195_3,node00195_1,node00189_1,node00179_2,node00164_3,node00164_2,node00142_3,node00133_1,node00099_3,node00099_2,node00099_1,node00089_2,node00083_3,node00083_2,node00083_1,node00032_3,node00032_1,node00017_3,node00017_2,,,,,,,,,,,
node00032,node00032_3,32.825,-96.765,300,75,node00195_1,node00189_1,node00179_2,node00179_1,node00169_2,node00164_3,node00099_3,node00089_3,node00089_2,node00089_1,node00083_3,node00083_2,node00083_1,node00032_2,node00032_1,node00017_3,node00017_2,node00017_1,node00013_2,,,,,,,,,,,,,
node00033,node00033_1,32.83,-96.615,60,75,node00236_1,node00155_3,node00155_2,node00155_1,node00150_1,node00095_3,node00095_2,node00095_1,node00081_2,node00081_1,node00067_3,node00067_2,node00033_3,node00033_2,,,,,,,,,,,,,,,,,,
node00033,node00033_2,32.83,-96.615,180,75,node00171_2,node00155_2,node00155_1,node00150_1,node00095_2,node00033_3,node00033_1,,,,,,,,,,,,,,,,,,,,,,,,,
node00033,node00033_3,32.83,-96.615,300,75,node00236_3,node00236_2,node00236_1,node00217_2,node00217_1,node00171_2,node00171_1,node00155_3,node00155_2,node00155_1,node00150_3,node00150_1,node00101_1,node00095_2,node00033_2,node00033_1,,,,,,,,,,,,,,,,
node00034,node00034_1,32.94,-96.745,60,75,node00199_2,node00199_1,node00175_3,node00175_1,node00130_2,node00086_2,node00056_3,node00055_3,node00055_2,node00055_1,node00034_3,node00034_2,,,,,,,,,,,,,,,,,,,,
node00034,node00034_2,32.94,-96.745,180,75,node00228_1,node00199_3,node00199_2,node00199_1,node00175_3,node00163_2,node00082_1,node00055_3,node00055_2,node00039_1,node00034_3,node00034_1,node00012_1,,,,,,,,,,,,,,,,,,,
node00034,node00034_3,32.94,-96.745,300,75,node00199_3,node00199_2,node00199_1,node00175_3,node00163_3,node00163_2,node00163_1,node00130_3,node00130_2,node00082_1,node00059_1,node00055_3,node00034_2,node00034_1,node00025_2,node00025_1,,,,,,,,,,,,,,,,
node00035,node00035_1,32.78,-96.805,60,75,node00216_3,node00216_2,node00216_1,node00211_2,node00209_3,node00209_1,node00206_3,node00206_1,node00172_3,node00172_1,node00162_2,node00162_1,node00127_3,node00127_2,node00097_3,node00097_2,node00097_1,node00094_3,node00094_2,node00094_1,node00051_3,node00035_3,node00035_2,,,,,,,,,
node00035,node00035_2,32.78,-96.805,180,75,node00216_3,node00216_2,node00216_1,node00209_3,node00209_2,node00209_1,node00206_3,node00172_3,node00162_3,node00162_2,node00162_1,node00157_1,node00097_3,node00097_2,node00094_3,node00085_3,node00085_1,node00035_3,node00035_1,,,,,,,,,,,,,
node00035,node00035_3,32.78,-96.805,300,75,node00216_3,node00216_2,node00216_1,node00211_2,node00209_3,node00162_2,node00162_1,node00157_1,node00097_3,node00097_2,node00097_1,node00094_3,node00035_2,node00035_1,,,,,,,,,,,,,,,,,,
node00036,node00036_1,32.87,-96.765,60,75,node00230_3,node00230_2,node00152_3,node00152_2,node00151_2,node00151_1,node00139_3,node00108_2,node00100_3,node00100_2,node00061_3,node00061_2,node00061_1,node00045_1,node00036_3,node00036_2,node00011_3,node00010_3,node00010_1,,,,,,,,,,,,,
node00036,node00036_2,32.87,-96.765,180,75,node00152_3,node00152_2,node00151_3,node00151_2,node00151_1,node00108_3,node00108_2,node00098_2,node00098_1,node00061_3,node00061_2,node00045_2,node00045_1,node00036_3,node00036_1,node00011_3,node00010_3,node00010_1,,,,,,,,,,,,,,
node00036,node00036_3,32.87,-96.765,300,75,node00230_3,node00230_2,node00227_2,node00210_2,node00151_3,node00151_2,node00151_1,node00108_3,node00108_2,node00108_1,node00098_3,node00098_2,node00098_1,node00061_3,node00061_2,node00061_1,node00045_1,node00036_2,node00036_1,,,,,,,,,,,,,
node00037,node00037_1,32.84,-96.86,60,75,node00204_3,node00204_2,node00201_1,node00188_3,node00188_2,node00184_2,node00184_1,node00183_1,node00167_3,node00156_1,node00128_2,node00037_3,node00037_2,node00009_2,node00002_3,node00002_2,,,,,,,,,,,,,,,,
node00037,node00037_2,32.84,-96.86,180,75,node00222_1,node00204_3,node00201_2,node00201_1,node00184_2,node00183_3,node00183_1,node00167_3,node00156_3,node00156_2,node00156_1,node00037_3,node00037_1,node00027_2,node00027_1,,,,,,,,,,,,,,,,,
node00037,node00037_3,32.84,-96.86,300,75,node00232_2,node00232_1,node00201_3,node00201_1,node00188_3,node00186_2,node00184_3,node00184_2,node00184_1,node00158_3,node00158_1,node00156_3,node00156_1,node00128_2,node00037_2,node00037_1,node00027_3,node00008_1,node00002_3,,,,,,,,,,,,,
node00038,node00038_1,32.93,-96.63,60,75,node00229_2,node00229_1,node00223_2,node00223_1,node00191_2,node00187_3,node00187_2,node00180_1,node00138_3,node00138_2,node00138_1,node00068_1,node00038_3,node00038_2,,,,,,,,,,,,,,,,,,
node00038,node00038_2,32.93,-96.63,180,75,node00229_3,node00229_2,node00223_3,node00223_2,node00223_1,node00191_2,node00180_2,node00180_1,node00140_2,node00140_1,node00138_2,node00078_1,node00068_3,node00068_2,node00068_1,node00038_3,node00038_1,,,,,,,,,,,,,,,
node00038,node00038_3,32.93,-96.63,300,75,node00229_2,node00229_1,node00223_2,node00223_1,node00191_3,node00191_2,node00191_1,node00187_3,node00180_3,node00180_2,node00180_1,node00140_2,node00140_1,node00138_3,node00138_2,node00070_1,node00068_3,node00056_2,node00038_2,node00038_1,,,,,,,,,,,,
node00039,node00039_1,32.91,-96.745,60,75,node00228_2,node00210_2,node00199_3,node00199_2,node00175_3,node00175_2,node00174_3,node00113_2,node00113_1,node00100_1,node00082_3,node00082_2,node00082_1,node00039_3,node00039_2,node00034_2,node00012_3,node00012_2,node00012_1,,,,,,,,,,,,,
node00039,node00039_2,32.91,-96.745,180,75,node00227_1,node00225_3,node00225_1,node00175_2,node00174_3,node00174_2,node00113_2,node00113_1,node00111_3,node00100_3,node00100_2,node00100_1,node00061_1,node00039_3,node00039_1,node00012_3,node00012_2,node00012_1,,,,,,,,,,,,,,
node00039,node00039_3,32.91,-96.745,300,75,node00230_2,node00230_1,node00228_3,node00228_2,node00225_3,node00210_2,node00175_2,node00132_2,node00113_3,node00113_2,node00113_1,node00100_3,node00100_1,node00082_3,node00082_2,node00061_1,node00039_2,node00039_1,node00012_3,node00012_2,node00012_1,,,,,,,,,,,
node00040,node00040_1,32.885,-96.705,60,75,node00234_3,node00234_1,node00225_2,node00225_1,node00199_2,node00174_2,node00125_3,node00125_1,node00111_3,node00111_2,node00091_3,node00091_2,node00091_1,node00078_2,node00047_3,node00047_1,node00040_3,node00040_2,,,,,,,,,,,,,,
node00040,node00040_2,32.885,-96.705,180,75,node00234_3,node00225_2,node00152_2,node00152_1,node00139_3,node00139_1,node00125_3,node00125_1,node00111_3,node00100_2,node00091_3,node00049_2,node00049_1,node00047_3,node00047_2,node00047_1,node00040_3,node00040_1,node00011_1,,,,,,,,,,,,,
node00040,node00040_3,32.885,-96.705,300,75,node00225_3,node00225_2,node00225_1,node00199_2,node00175_2,node00174_2,node00152_3,node00152_1,node00111_3,node00100_2,node00091_3,node00061_2,node00047_3,node00040_2,node00040_1,node00012_2,node00010_1,,,,,,,,,,,,,,,
node00041,node00041_1,32.81,-96.895,60,75,node00231_3,node00231_2,node00231_1,node00201_3,node00201_2,node00201_1,node00158_3,node00158_2,node00158_1,node00146_3,node00146_1,node00076_3,node00076_2,node00076_1,node00041_3,node00041_2,node00027_3,node00027_1,node00008_2,node00008_1,,,,,,,,,,,,
node00041,node00041_2,32.81,-96.895,180,75,node00231_2,node00231_1,node00222_3,node00200_1,node00146_2,node00146_1,node00143_3,node00143_1,node00093_2,node00093_1,node00076_3,node00064_3,node00058_3,node00058_1,node00046_1,node00041_3,node00041_1,node00027_3,node00027_2,,,,,,,,,,,,,
node00041,node00041_3,32.81,-96.895,300,75,node00212_2,node00212_1,node00158_2,node00146_3,node00146_2,node00146_1,node00137_2,node00093_1,node00076_3,node00058_3,node00058_1,node00046_3,node00046_2,node00046_1,node00041_2,node00041_1,node00027_3,node00008_2,,,,,,,,,,,,,,
node00042,node00042_1,32.735,-96.76,60,75,node00192_3,node00192_2,node00176_3,node00176_2,node00176_1,node00133_2,node00124_2,node00124_1,node00063_2,node00063_1,node00042_3,node00042_2,node00019_3,node00019_2,,,,,,,,,,,,,,,,,,
node00042,node00042_2,32.735,-96.76,180,75,node00176_3,node00176_2,node00063_2,node00063_1,node00042_3,node00042_1,node00019_3,node00019_2,,,,,,,,,,,,,,,,,,,,,,,,
node00042,node00042_3,32.735,-96.76,300,75,node00176_3,node00176_2,node00149_2,node00124_2,node00117_1,node00116_2,node00085_2,node00084_2,node00063_3,node00063_2,node00063_1,node00042_2,node00042_1,node00004_2,node00004_1,,,,,,,,,,,,,,,,,
node00043,node00043_1,32.955,-96.875,60,75,node00153_3,node00147_1,node00134_3,node00134_2,node00043_3,node00043_2,node00016_3,node00016_2,node00016_1,,,,,,,,,,,,,,,,,,,,,,,
node00043,node00043_2,32.955,-96.875,180,75,node00219_3,node00153_3,node00147_2,node00147_1,node00136_3,node00136_1,node00134_2,node00077_1,node00043_3,node00043_1,node00031_2,node00031_1,node00016_3,node00016_1,,,,,,,,,,,,,,,,,,
node00043,node00043_3,32.955,-96.875,300,75,node00237_2,node00147_3,node00147_2,node00147_1,node00134_3,node00054_1,node00048_3,node00043_2,node00043_1,node00016_3,node00001_1,,,,,,,,,,,,,,,,,,,,,
node00044,node00044_1,32.79,-96.82,60,75,node00216_3,node00216_1,node00211_3,node00211_2,node00211_1,node00203_3,node00203_2,node00143_1,node00120_2,node00097_3,node00097_2,node00097_1,node00094_3,node00094_1,node00064_2,node00052_3,node00044_3,node00044_2,node00029_2,node00029_1,node00006_2,,,,,,,,,,,
node00044,node00044_2,32.79,-96.82,180,75,node00216_3,node00216_1,node00211_3,node00211_2,node00207_1,node00162_3,node00162_1,node00157_3,node00157_1,node00143_2,node00143_1,node00114_3,node00114_1,node00097_3,node00097_2,node00097_1,node00094_3,node00094_1,node00084_1,node00064_2,node00052_3,node00044_3,node00044_1,node00029_3,node00029_2,node00029_1,node00006_2,,,,,
node00044,node00044_3,32.79,-96.82,300,75,node00211_3,node00211_1,node00207_1,node00143_2,node00143_1,node00120_3,node00120_2,node00097_3,node00097_1,node00064_3,node00064_2,node00064_1,node00044_2,node00044_1,node00029_3,node00029_2,node00029_1,node00006_2,,,,,,,,,,,,,,
node00045,node00045_1,32.85,-96.77,60,75,node00169_1,node00151_3,node00151_2,node00151_1,node00108_2,node00098_2,node00098_1,node00061_2,node00045_3,node00045_2,node00036_3,node00036_2,node00036_1,node00021_2,node00017_1,node00013_1,node00011_3,node00010_3,node00010_2,node00010_1,node00007_1,,,,,,,,,,,
node00045,node00045_2,32.85,-96.77,180,75,node00179_1,node00169_1,node00164_3,node00151_3,node00151_2,node00142_3,node00139_2,node00102_3,node00089_3,node00089_1,node00045_3,node00045_1,node00036_2,node00017_3,node00017_2,node00017_1,node00011_3,node00011_2,node00011_1,node00010_3,node00010_2,node00010_1,,,,,,,,,,
node00045,node00045_3,32.85,-96.77,300,75,node00179_1,node00169_3,node00169_2,node00169_1,node00151_3,node00151_2,node00098_3,node00098_2,node00089_3,node00089_2,node00089_1,node00057_2,node00045_2,node00045_1,node00021_2,node00017_1,node00013_2,node00013_1,node00010_3,node00007_2,node00007_1,,,,,,,,,,,
node00046,node00046_1,32.795,-96.92,60,75,node00231_2,node00222_3,node00212_1,node00200_3,node00178_1,node00146_3,node00146_2,node00146_1,node00137_2,node00093_1,node00076_3,node00058_3,node00058_1,node00046_3,node00046_2,node00041_3,node00041_2,node00027_3,,,,,,,,,,,,,,
node00046,node00046_2,32.795,-96.92,180,75,node00212_3,node00212_2,node00212_1,node00178_3,node00170_3,node00170_1,node00146_2,node00137_2,node00093_3,node00093_1,node00058_3,node00058_2,node00058_1,node00046_3,node00046_1,node00041_3,node00028_3,node00008_2,,,,,,,,,,,,,,
node00046,node00046_3,32.795,-96.92,300,75,node00212_1,node00146_3,node00137_3,node00137_2,node00137_1,node00058_3,node00046_2,node00046_1,node00041_3,node00008_2,,,,,,,,,,,,,,,,,,,,,,
node00047,node00047_1,32.875,-96.705,60,75,node00205_3,node00125_3,node00125_1,node00111_3,node00102_1,node00100_2,node00091_3,node00091_2,node00047_3,node00047_2,node00040_2,node00040_1,node00030_3,node00030_2,node00012_2,,,,,,,,,,,,,,,,,
node00047,node00047_2,32.875,-96.705,180,75,node00205_3,node00152_2,node00152_1,node00139_1,node00125_3,node00102_1,node00100_2,node00049_3,node00049_2,node00049_1,node00047_3,node00047_1,node00040_2,node00030_3,node00030_2,node00011_1,,,,,,,,,,,,,,,,
node00047,node00047_3,32.875,-96.705,300,75,node00225_2,node00225_1,node00152_3,node00152_2,node00152_1,node00139_3,node00139_1,node00125_3,node00111_3,node00100_2,node00061_2,node00049_1,node00047_2,node00047_1,node00040_3,node00040_2,node00040_1,node00012_2,node00011_1,,,,,,,,,,,,,
node00048,node00048_1,32.92,-96.855,60,75,node00220_1,node00219_2,node00186_3,node00136_3,node00136_2,node00135_3,node00131_3,node00131_2,node00131_1,node00118_3,node00107_3,node00092_2,node00092_1,node00077_2,node00048_3,node00048_2,node00026_3,node00018_3,node00018_2,node00018_1,,,,,,,,,,,,
node00048,node00048_2,32.92,-96.855,180,75,node00219_2,node00145_2,node00136_2,node00135_3,node00131_3,node00131_2,node00131_1,node00118_3,node00107_3,node00104_2,node00092_3,node00092_2,node00092_1,node00077_2,node00048_3,node00048_1,node00018_2,node00018_1,,,,,,,,,,,,,,
node00048,node00048_3,32.92,-96.855,300,75,node00219_2,node00147_2,node00136_3,node00136_2,node00135_3,node00134_2,node00131_3,node00131_1,node00118_3,node00104_2,node00092_3,node00092_1,node00077_2,node00077_1,node00048_2,node00048_1,node00043_3,node00031_3,node00031_2,node00031_1,node00018_3,node00018_2,node00018_1,node00016_3,,,,,,,,
node00049,node00049_1,32.86,-96.71,60,75,node00205_3,node00152_2,node00152_1,node00139_3,node00139_1,node00125_3,node00102_1,node00100_2,node00049_3,node00049_2,node00047_3,node00047_2,node00040_2,node00030_3,node00030_2,,,,,,,,,,,,,,,,,
node00049,node00049_2,32.86,-96.71,180,75,node00205_3,node00142_1,node00139_2,node00139_1,node00125_3,node00102_3,node00102_1,node00049_3,node00049_1,node00047_2,node00040_2,node00011_1,,,,,,,,,,,,,,,,,,,,
node00049,node00049_3,32.86,-96.71,300,75,node00205_3,node00164_1,node00152_2,node00142_3,node00142_1,node00139_3,node00139_2,node00139_1,node00125_3,node00102_3,node00102_1,node00049_2,node00049_1,node00047_2,node00032_1,node00017_1,node00011_3,node00011_2,node00011_1,node00010_2,,,,,,,,,,,,
node00050,node00050_1,32.76,-96.65,60,75,node00171_2,node00166_1,node00154_3,node00154_2,node00154_1,node00144_3,node00144_1,node00101_3,node00101_2,node00101_1,node00074_2,node00074_1,node00050_3,node00050_2,,,,,,,,,,,,,,,,,,
node00050,node00050_2,32.76,-96.65,180,75,node00166_3,node00166_2,node00166_1,node00154_3,node00154_2,node00144_3,node00144_2,node00144_1,node00101_3,node00101_2,node00101_1,node00074_2,node00053_2,node00050_3,node00050_1,node00019_1,,,,,,,,,,,,,,,,
node00050,node00050_3,32.76,-96.65,300,75,node00192_1,node00166_3,node00166_1,node00154_3,node00144_3,node00101_3,node00074_3,node00074_2,node00074_1,node00053_3,node00053_2,node00053_1,node00050_2,node00050_1,node00019_1,node00000_2,,,,,,,,,,,,,,,,
node00051,node00051_1,32.785,-96.775,60,75,node00213_2,node00213_1,node00207_3,node00195_2,node00195_1,node00194_3,node00149_1,node00133_3,node00133_2,node00133_1,node00124_3,node00124_2,node00124_1,node00116_1,node00109_3,node00109_1,node00099_2,node00083_2,node00051_3,node00051_2,node00022_2,node00022_1,node00005_2,,,,,,,,,
node00051,node00051_2,32.785,-96.775,180,75,node00213_2,node00206_2,node00172_3,node00172_2,node00172_1,node00149_3,node00149_2,node00149_1,node00133_3,node00133_2,node00133_1,node00124_3,node00124_2,node00124_1,node00116_3,node00116_1,node00051_3,node00051_1,node00022_2,node00022_1,node00005_2,,,,,,,,,,,
node00051,node00051_3,32.785,-96.775,300,75,node00216_2,node00213_3,node00213_2,node00213_1,node00206_1,node00203_1,node00195_2,node00172_2,node00172_1,node00149_1,node00127_2,node00127_1,node00124_3,node00116_1,node00052_2,node00051_2,node00051_1,node00035_1,node00005_3,node00005_2,node00005_1,,,,,,,,,,,
node00052,node00052_1,32.795,-96.805,60,75,node00224_3,node00224_2,node00213_3,node00211_1,node00203_3,node00203_2,node00203_1,node00189_2,node00182_2,node00177_3,node00129_3,node00129_2,node00129_1,node00127_3,node00127_1,node00103_2,node00094_1,node00052_3,node00052_2,node00006_1,node00005_3,node00005_1,,,,,,,,,,
node00052,node00052_2,32.795,-96.805,180,75,node00224_2,node00216_3,node00216_1,node00213_3,node00213_2,node00211_2,node00211_1,node00206_1,node00203_2,node00203_1,node00189_2,node00177_3,node00172_3,node00172_1,node00129_2,node00129_1,node00127_3,node00127_2,node00127_1,node00097_2,node00094_3,node00094_2,node00094_1,node00052_3,node00052_1,node00051_3,node00005_3,node00005_2,node00005_1,,,
node00052,node00052_3,32.795,-96.805,300,75,node00224_3,node00224_2,node00211_2,node00211_1,node00203_3,node00203_2,node00203_1,node00129_3,node00129_2,node00127_3,node00097_2,node00097_1,node00094_3,node00094_2,node00094_1,node00064_2,node00052_2,node00052_1,node00044_2,node00044_1,node00029_3,node00006_1,node00005_1,,,,,,,,,
node00053,node00053_1,32.77,-96.69,60,75,node00235_3,node00235_2,node00194_3,node00194_2,node00192_1,node00133_2,node00109_2,node00074_3,node00074_2,node00053_3,node00053_2,node00050_3,node00024_3,node00024_2,node00000_3,node00000_2,node00000_1,,,,,,,,,,,,,,,
node00053,node00053_2,32.77,-96.69,180,75,node00192_1,node00176_1,node00166_3,node00166_2,node00166_1,node00154_3,node00144_3,node00101_3,node00074_3,node00074_2,node00053_3,node00053_1,node00050_3,node00050_2,node00019_3,node00019_1,node00000_2,,,,,,,,,,,,,,,
node00053,node00053_3,32.77,-96.69,300,75,node00194_3,node00194_2,node00192_3,node00192_2,node00192_1,node00176_3,node00176_2,node00176_1,node00166_3,node00166_1,node00133_2,node00124_2,node00124_1,node00109_2,node00053_2,node00053_1,node00050_3,node00019_3,node00019_1,node00000_3,,,,,,,,,,,,
node00054,node00054_1,32.95,-96.91,60,75,node00237_3,node00237_2,node00237_1,node00215_2,node00148_1,node00147_3,node00147_2,node00054_3,node00054_2,node00043_3,node00031_3,node00031_1,node00001_1,,,,,,,,,,,,,,,,,,,
node00054,node00054_2,32.95,-96.91,180,75,node00237_2,node00215_2,node00148_2,node00148_1,node00147_3,node00147_2,node00136_3,node00065_1,node00054_3,node00054_1,node00031_3,node00031_2,node00031_1,node00016_3,node00014_1,node00003_3,node00001_3,node00001_2,node00001_1,,,,,,,,,,,,,
node00054,node00054_3,32.95,-96.91,300,75,node00237_3,node00237_2,node00215_3,node00215_2,node00215_1,node00148_3,node00148_1,node00147_3,node00065_1,node00054_2,node00054_1,node00031_3,node00014_3,node00014_1,node00001_1,,,,,,,,,,,,,,,,,
node00055,node00055_1,32.95,-96.735,60,75,node00175_3,node00163_1,node00130_3,node00130_2,node00130_1,node00086_3,node00086_2,node00086_1,node00056_3,node00055_3,node00055_2,node00034_1,,,,,,,,,,,,,,,,,,,,
node00055,node00055_2,32.95,-96.735,180,75,node00229_1,node00199_2,node00199_1,node00180_3,node00175_3,node00175_2,node00175_1,node00174_3,node00174_1,node00086_2,node00086_1,node00071_2,node00056_3,node00056_2,node00056_1,node00055_3,node00055_1,node00034_2,node00034_1,node00012_1,,,,,,,,,,,,
node00055,node00055_3,32.95,-96.735,300,75,node00228_1,node00199_2,node00199_1,node00175_3,node00175_1,node00173_1,node00163_2,node00163_1,node00130_3,node00130_2,node00086_2,node00055_2,node00055_1,node00034_3,node00034_2,node00034_1,node00025_2,node00025_1,node00012_1,,,,,,,,,,,,,
